id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;idioma_exigencia;idioma_porcentaje;satisfaccion;busqueda;beneficios_expectativa;pregunta_bizarra;rh_una_palabra;diversidad_sexual;libertad_ser;diversidad_management;lenguaje_inclusivo;discapacidad;linea_segura;sufrio_acoso;teletrabajo;retorno_plan;retorno_mes;retorno_decision;retorno_dias;modalidad_ingresos;retorno_satisfaccion;valoracion_gestion_pandemia
378;2021-11-01T16:27:21Z;Mujer cis;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;10.001 o más;Multinacional;2000;Analista;Indeterminado;Full time;Reclutamiento y selección;0;0;0;2;85000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas, Seguro de vida (adicionales a los de ley), Reintegro en electricidad, Reintegros en capacitación;Menos de un sueldo;3 o más ajustes;20000;Septiembre;Si, en emprendimiento no relacionado con RRHH;SAP / SuccessFactors;Recursos Humanos;Si;1;5;No estoy buscando cambiar;los que tengo me gustan;siempre tuve entrevistas buenas;conexion;No;Totalmente de acuerdo;0.5;De acuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;Marzo 2022 en adelante;De la empresa;3 días;Mixta;Algo satisfecho;5
379;2021-11-01T16:40:58Z;Hombre cis;18 - 25;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Otros;501 - 1.000;Multinacional;15;HRBP;Indeterminado;Full time;Generalista;0;3;1;4;205000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Charter / Servicio de transporte, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas, Préstamos, Seguro de vida (adicionales a los de ley);Un sueldo;2 ajustes;51;Septiembre;No;Workday;Recursos Humanos;Si;0.3;4;No,  pero escucho ofertas;Supermercado;No recuerdo nada muy bizarro;Estrategia;No;Totalmente de acuerdo;0.6;En desacuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;Febrero 2022;De la empresa;3 días;Mixta;Muy satisfecho;4
380;2021-11-01T16:42:16Z;Mujer cis;31 - 35;Universitario en curso;Administración de Empresas;Universidad Pública;Costa Rica;NA;Relación de Dependencia;Comercio;101 - 250;Nacional;2;Analista;Plazo Fijo;Full time;Reclutamiento y selección;0;4;4;10;384000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;NA;Si, en emprendimiento relacionado con RRHH;ASP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
382;2021-11-01T19:18:35Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Alimentación, bebidas;5.001 - 10.000;Multinacional;70;Analista;Indeterminado;Full time;Payroll / Liquidación de sueldos;0;3;3;5;124000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Frutas y snacks, Gimnasio, Home office;Menos de un sueldo;2 ajustes;35;Septiembre;No;Oracle HCM;Recursos Humanos;No;0;3;No,  pero escucho ofertas;Estoy conforme con los beneficios que tengo;NA;NA;No;Totalmente de acuerdo;0.5;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No se;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Marzo 2022 en adelante;De común acuerdo;2 días;Mixta;Algo satisfecho;5
383;2021-11-01T21:15:43Z;Mujer cis;41 - 45;Maestría completa;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;1 - 50;Nacional;1;Gerente;Indeterminado;Full time;Generalista;0;0;8;20;450000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de celular, Comedor / Almuerzos, Frutas y snacks, Home office;Dos sueldos;1 solo;20;Julio;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;No;0;2;No,  pero escucho ofertas;Más días de Home office;No recuerdo;Gestión;Si;Ni de acuerdo ni en desacuerdo;0.6;En desacuerdo;No tengo ninguna discapacidad;No;No;No;En evaluación;Marzo 2022 en adelante;De común acuerdo;2 días;Mixta;Algo satisfecho;3
384;2021-11-01T23:07:34Z;Mujer cis;36 - 40;Maestría completa;Psicología;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Servicios de consultoría;1 - 50;Nacional;4;Analista;Monotributista;Full time;Reclutamiento y selección;0;0;0;10;70000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;NA;Si, en proyectos ad honorem;Enlatado propio;Capital Humano;No;0.1;3;No,  pero escucho ofertas;Prepaga y lic por maternidad;En que gastas el dinero;Acompañar;NA;Totalmente de acuerdo;1;Totalmente en desacuerdo;No tengo ninguna discapacidad;No;No;Si;En evaluación;Febrero 2022;De la empresa;5 días;Teletrabajo;Muy satisfecho;3
385;2021-11-01T23:14:29Z;Mujer cis;18 - 25;Universitario completo;Administración de Empresas;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;51 - 100;Multinacional;100;Analista;Indeterminado;Full time;Generalista;0;0;0;1;94500;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas;No recibo bono;No tuve ajustes;0;Diciembre;No;Workday;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
386;2021-11-02T00:20:39Z;Hombre cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Otros;2.501 - 5.000;Multinacional;15;Analista;Indeterminado;Full time;Generalista;0;6;3;3;71000;Medicina prepaga / Plan de salud, Horarios flexibles, Home office, Idiomas;No recibo bono;1 solo;12.5;Octubre;No;Bejerman;Capital Humano;No;0;1;Sí, activamente;mayor ingreso;no recuerdo;deficiente;No;Totalmente de acuerdo;0.3;Totalmente en desacuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;En evaluación;Enero 2022;De la empresa;1 día;Presencial;Muy satisfecho;2
387;2021-11-02T08:11:01Z;Mujer cis;41 - 45;Universitario completo;Contador Público;Universidad Pública;Argentina;Santa Fe;Relación de Dependencia;Servicios profesionales;2.501 - 5.000;Multinacional;3;Analista;Indeterminado;Full time;Generalista;0;0;0;15;86100;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de internet, Gimnasio, Home office, Idiomas, Seguro de vida (adicionales a los de ley);No recibo bono;1 solo;18;Octubre;No;Payroll;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
388;2021-11-02T08:53:36Z;Mujer cis;36 - 40;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Chubut;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;101 - 250;Nacional;2;Analista;Indeterminado;Full time;Generalista;0;0;0;15;120377;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;NA;No;Tango;Recursos Humanos;No;0;3;Sí, activamente;medicina prepaga, horario flexible;creo q ninguna fue muy bizarra, creo que lo son las referidas a la vida personal respecto a la familia;empatia;No;Ni de acuerdo ni en desacuerdo;0.1;Totalmente en desacuerdo;No tengo ninguna discapacidad;No;No;No;Presencial 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;No aplica / Prefiero no responder;3
389;2021-11-02T09:06:39Z;Mujer cis;36 - 40;Terciario completo;Administración de Empresas;Universidad Pública;Uruguay;NA;Relación de Dependencia;Servicios profesionales;51 - 100;Nacional;6;Responsable;Indeterminado;Full time;Payroll / Liquidación de sueldos;2;1;17;15;69000;Home office;Dos sueldos;1 solo;3;Enero;No;Girh-Datalogic;Recursos Humanos;No;0.1;3;No,  pero escucho ofertas;Alguno más;Ninguna;Atención;No;Ni de acuerdo ni en desacuerdo;0.6;En desacuerdo;No tengo ninguna discapacidad;No se;No;Voy rotando entre la oficina y el teletrabajo;Mixto;No esta definido;De la empresa;2 días;Mixta;Algo satisfecho;3
390;2021-11-02T09:16:21Z;Mujer cis;41 - 45;Maestría completa;RRHH / RRLL / RRTT;Universidad Privada;Uruguay;NA;Relación de Dependencia;Educación;1.001 - 2.500;Multinacional;10;Director;Indeterminado;Full time;Administración de personal;10;4;4;15;78000;No tengo beneficios adicionales;No recibo bono;1 solo;3;Enero;Si, en emprendimiento no relacionado con RRHH;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
391;2021-11-02T09:51:46Z;Hombre cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;1 - 50;Nacional;1;Analista;Indeterminado;Full time;Generalista;0;0;0;0;62000;No tengo beneficios adicionales;No recibo bono;1 solo;7;Julio;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;No;0;3;Sí, activamente;Salario competitivo y Homeoffice;¿De qué equipo de fútbol era?;Previsión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
392;2021-11-02T12:04:47Z;Mujer cis;31 - 35;Maestría completa;Administración de Empresas;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;10.001 o más;Multinacional;500;Analista;Indeterminado;Full time;Diseño organizacional;0;0;0;12;198000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Abono de internet, Comedor / Almuerzos, Gimnasio, Home office, Reintegro en electricidad;No recibo bono;2 ajustes;37;Octubre;Si, en proyectos ad honorem;SAP / SuccessFactors;Recursos Humanos;Si;0.9;5;No,  pero escucho ofertas;NA;NA;NA;No;Totalmente de acuerdo;0.3;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;Enero 2022;De la empresa;4 días;Mixta;Algo satisfecho;5
393;2021-11-02T12:41:40Z;Mujer cis;25 - 30;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Misiones;Relación de Dependencia;Servicios de consultoría;1 - 50;Nacional;3;Analista;Monotributista;Full time;Reclutamiento y selección;0;0;0;1;30000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;Abril;No;No tenemos sistema de gestión;Recursos Humanos;No;0;1;Sí, activamente;home office, flexibiliad de horarios;si pienso tener hijos;crecimiento;No;Ni de acuerdo ni en desacuerdo;0.2;En desacuerdo;Visual;No;Si;No;NA;Ya volvimos 100%;NA;NA;NA;Muy instatisfecho;NA
394;2021-11-02T14:13:16Z;Mujer cis;18 - 25;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Estados Unidos;NA;Relación de Dependencia;Otros;1 - 50;Nacional;1;Sourcer (Recruiter);Contractor (para otros países);Full time;Reclutamiento y selección;0;0;0;0;120000;Home office;No recibo bono;No tuve ajustes;0;NA;No;No tenemos sistema de gestión;Sourcing;Si;1;5;No estoy buscando cambiar;Part-time o horas flexibles;NA;NA;No;Ni de acuerdo ni en desacuerdo;0;Totalmente en desacuerdo;No tengo ninguna discapacidad;No se;No;Si;Remoto 100%;No aplica;De común acuerdo;No aplica;Teletrabajo;No aplica / Prefiero no responder;5
395;2021-11-02T15:01:55Z;Hombre cis;25 - 30;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Función pública;10.001 o más;Nacional;100;Responsable;Plazo Fijo;Full time;People analytics;2;6;2;6;170000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Home office, Idiomas, Posgrados;No recibo bono;3 o más ajustes;35;Octubre;No;Enlatado propio;Recursos Humanos;No;0;4;No,  pero escucho ofertas;Full remoto;Religión;Brújula;No;De acuerdo;0.3;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;NA;NA;NA;NA;NA;NA;NA;NA
396;2021-11-02T16:05:09Z;Mujer cis;18 - 25;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;10.001 o más;Multinacional;25;Pasante;Pasante;Part time;Reclutamiento y selección;0;0;0;0;24977;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Idiomas, Posgrados;No recibo bono;1 solo;12;Noviembre;No;No tenemos sistema de gestión;Recursos Humanos;No;0.8;5;No estoy buscando cambiar;NA;NA;Socio estrátegico;No;Totalmente de acuerdo;0.5;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No se;No;Si;Mixto;No aplica;No aplica;A elección de cada empleado;Teletrabajo;Algo satisfecho;5
397;2021-11-02T16:15:30Z;Mujer cis;18 - 25;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;2;Analista;Indeterminado;Full time;Generalista;0;0;0;3;60000;Tarjeta de descuento, Horarios flexibles, Home office, Idiomas;No recibo bono;No tuve ajustes;0;NA;No;No tenemos sistema de gestión;Recursos Humanos;No;NA;4;No estoy buscando cambiar;mas dias de vacaciones;NA;personas;No;Totalmente de acuerdo;0.4;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;Si;En evaluación;No esta definido;De la empresa;No aplica;Teletrabajo;No aplica / Prefiero no responder;4
398;2021-11-02T18:29:48Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;1.001 - 2.500;Nacional;10;Analista;Indeterminado;Full time;Payroll / Liquidación de sueldos;0;5;5;12;96000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;50;Noviembre;No;Enlatado propio;Recursos Humanos;No;0;4;No estoy buscando cambiar;NA;NA;NA;No;Totalmente de acuerdo;0.4;NA;NA;NA;NA;No;Presencial 100%;Ya volvimos 100%;De común acuerdo;No aplica;NA;NA;NA
399;2021-11-02T19:12:30Z;Hombre cis;31 - 35;Universitario completo;Psicología;Universidad Privada;Argentina;Mendoza;Relación de Dependencia;Tecnologías de información;51 - 100;Multinacional;3;Responsable;Contractor (para otros países);Full time;Reclutamiento y selección;0;0;0;5;280000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Home office, Idiomas;No recibo bono;No tuve ajustes;0;NA;No;workable;Peopple Care;Si;0.3;5;No estoy buscando cambiar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
400;2021-11-02T19:15:31Z;Mujer cis;31 - 35;Universitario abandonado;Diseño Grafico;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;251 - 500;Nacional;12;HRBP;Indeterminado;Full time;Generalista;0;0;5;8;135000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Vacaciones extendidas, Licencias extendidas, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office;No recibo bono;2 ajustes;30;Septiembre;No;finnegans/redmine;Valor Humano;No;0;4;No estoy buscando cambiar;prepaga mejor;si tuvieras un arma con una sola bala y la tenes que usar si o si contra alguien...?;Personas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
401;2021-11-02T21:18:43Z;Hombre cis;25 - 30;Diplomado de posgrado completo;Administración de Empresas;Universidad Privada;Chile;NA;Relación de Dependencia;Industria metalúrgica, metalmecánica;501 - 1.000;Nacional;13;Jefe;Indeterminado;Full time;Compensaciones y beneficios;5;4;2;9;3106360;Medicina prepaga / Plan de salud, Comedor / Almuerzos, Home office, Préstamos;Tres sueldos o más;2 ajustes;5.2;Octubre;No;SAP / SuccessFactors;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
402;2021-11-02T22:46:30Z;Mujer cis;36 - 40;Diplomado de posgrado completo;Soy Licenciada en Ciencias Comunicación y Diplomada en RRHH;Universidad Pública;Uruguay;NA;Relación de Dependencia;Tecnologías de información;251 - 500;Nacional;5;El cargo es Asistente de CH, pero leo adelante Comunicación Interna, RSE, Capacitacion;Indeterminado;Full time;Comunicación, Capacitación y RSE;0;0;0;2;55000;No tengo beneficios adicionales, Reintegros en capacitación;No recibo bono;No tuve ajustes;0;NA;No;No tenemos sistema de gestión;Capital Humano;No;0;2;Sí, activamente;Flexibilidad horaria, trabajo remoto, posibilidad de asistir a congresos o eventos del area;Estaba desempleada y una persona me preguntó en este tiempo que estaba sin trabajar porque no hice un posgrado (PORQUE NO TENGO PLATA!!!);estrategia;No;Totalmente en desacuerdo;0.3;De acuerdo;No tengo ninguna discapacidad;No;Si;No;Presencial 100%;No aplica;No aplica;1 día;Mixta;Algo satisfecho;2
403;2021-11-03T07:50:35Z;Mujer cis;36 - 40;Universitario completo;Psicología;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Bancos, banca online;2.501 - 5.000;Nacional;90;Analista;Indeterminado;Full time;Clima y cultura;0;11;8;15;170000;Medicina prepaga / Plan de salud, Abono de internet, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office, Idiomas;Un sueldo;1 solo;20;Abril;No;Meta4;NA;No;0;4;Sí, activamente;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;2021-11-03T08:01:45Z;Mujer cis;25 - 30;Universitario completo;Psicología;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;101 - 250;Multinacional;6;Reclutador;Indeterminado;Full time;Reclutamiento y selección;0;0;0;1;83000;Medicina prepaga / Plan de salud, Home office;Menos de un sueldo;1 solo;10;Octubre;No;Manatal;Recursos Humanos;Si;0.1;3;No,  pero escucho ofertas;Clases de inglés, bonos acordes al trabajo realizado;Si estoy soltera, si me quiero casar, si quiero tener hijos;Esfuerzo;Prefiero no responder;De acuerdo;0.2;De acuerdo;No tengo ninguna discapacidad;No;Si;Si;Remoto 100%;No aplica;De la empresa;5 días;Teletrabajo;No aplica / Prefiero no responder;4
405;2021-11-03T09:26:54Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Alimentación, bebidas;2.501 - 5.000;Multinacional;45;Analista;Indeterminado;Full time;Selección & Desarrollo;0;0;0;4;134000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de celular, Frutas y snacks, Home office;No recibo bono;2 ajustes;36;Octubre;No;NexusHR;Gestión del talento;No;0;4;No,  pero escucho ofertas;Bono, almuerzo/ descuentos en APPS de comida.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;2021-11-03T11:58:10Z;Hombre cis;41 - 45;Diplomado de posgrado completo;Ingeniería Industrial;Universidad Pública;Chile;NA;Relación de Dependencia;Comercio;10.001 o más;Nacional;203;Responsable;Indeterminado;Full time;People analytics;1;4;2;10;2600000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Comedor / Almuerzos, Home office, Idiomas;Dos sueldos;2 ajustes;5;Junio;Si, en emprendimiento relacionado con RRHH;SAP / SuccessFactors;Gerencia de personas;No;0.5;3;No,  pero escucho ofertas;Mas herramientas para proyectos;"NADA particular";Equipo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;2021-11-03T13:31:44Z;Mujer cis;31 - 35;Maestría completa;Ingeniería de Sistemas;Universidad Privada;Bolivia;NA;Relación de Dependencia;Comercio;101 - 250;Nacional;5;Analista;Indeterminado;Full time;Administración de personal;1;4;4;9;6500;Tarjeta de descuento;No recibo bono;No tuve ajustes;0;NA;No;SALAR;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;2021-11-03T13:57:22Z;Mujer cis;18 - 25;Terciario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Servicios profesionales;1 - 50;Nacional;4;Analista;Indeterminado;Full time;Generalista;0;1;1;2;57200;No tengo beneficios adicionales;No recibo bono;1 solo;20;Octubre;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Capital Humano;No;0.1;3;No,  pero escucho ofertas;Obra social a cargo de la empresa;¿Estado civil?;Ocuparse;No;Totalmente en desacuerdo;1;De acuerdo;No tengo ninguna discapacidad;No;Si;Si;En evaluación;No aplica;No aplica;No aplica;Teletrabajo;No aplica / Prefiero no responder;4
